# HOTD2 global data labels — the committed source of truth for the Ghidra database.
#
# Format: <address>\t<name>\t<optional comment>
#
# Regenerate:  ./ghidra/run.sh export-annotations
# Replay:      ./ghidra/run.sh apply-annotations
#
# Windows TEB fields and resource labels are excluded: Ghidra creates those itself.
#
# **Rows are sorted by address, and every writer must keep them that way.**
# tools/annotate.py inserts in order; ExportAnnotations.java re-sorts on write.
# The file used to be append-only and grouped into topical sections, and both
# workstreams appending at the tail is where every TSV merge conflict came
# from -- two branches adding unrelated rows to the same last line. Sorted
# insertion puts them in different parts of the file instead. The sections
# went with it: each one spanned nearly the whole segment, so address order
# broke the twelve of them into 149 fragments.

004330c4	g_class33_selector_targets	jump targets for spawn class 0x33
009a2c20	g_water_attack_slots	Four dwords, and the only thing that lets a class-0x51 fish leave the surface -- FishClaimSlotAndLunge claims one and gives up when all four are taken, so four fish can be in the air and no more. The index is also WHERE the fish leaps to: the four are points in the camera's own space at x = +/-1.5, z = -6.0, with the odd two 2.0 lower, and in a two-player game 0 and 1 belong to player 0. A class-0x51 group header (tail+0x0E == 6) clears all four, and SpawnFishAt refuses to place a fish while any one is set.
009a2c88	g_civilian_carrier	The object a class-0x10 civilian rides. Distinct from g_carrier_object (0x009A5C34), the player's own rideable. FUN_00440190 -- a class-0x13 sub-constructor with nine handlers -- writes itself here, and CivilianInit reads it into sub+0x68 when the descriptor's +0x22 is non-zero, which is 7 of the 47 civilians. CivilianUpdateOnCarrier then pushes its translate/rotate around the whole update.
009a2c8c	g_queued_events_pending	Outstanding queued actions. +1 per queue_event (evt 0x30); every action handler does -1 when it completes -- EXCEPT EvtActionFinishSequence21 (selector 0x21), which installs a persistent camera driver and pins g_evt_action_advance at 0, so it never retires itself. evt 0x31/0x32 (goto_scene_state) and 0x33 (set_action_drain_mode, always delta -1) are its script-side retirement, and evt 0x40 blocks while this is non-zero. MEASURED: all 316 goto_scene_state sites in the shipped evt files have exactly one outstanding unretired queue_event 0x21 at that point. FUN_0045EBC0 zeroes it per block, so an imbalance cannot accumulate past a block boundary.
009a2cb8	g_ShotRecords	per player, 0x68 bytes: world ray origin, direction, -pitch/-yaw and their sin/cos
009a2d70	g_projection_distance_px
009a2d74	g_nEvtSkipFlag
009a2d78	g_active_cam_path	the cp_ slot currently playing; gates most object rigs
009a2d7c	g_nEvtSkippableRegion
009a2d88	g_shot_bone	int[2], per player: the bone index this player's shot hit. DispatchHit copies it from (s8)obj+0x190+player before calling ResolveHit.
009a32a0	g_frame_counter	free-running, incremented once per frame; NOT the cam path frame
009a34d8	g_coli_pending_ray_list
009a34f0	g_attack_committed	Set by BOTH claim functions when the actor they are about to grant a permit to is OFF SCREEN -- ActorIsOnScreen returns 0 -- and read first by both, which gives up before a player is even picked. So one enemy may be attacking unseen and while one is, nobody else may claim at all. Cleared by ReleaseAttackSlot, ThrowerReleaseAttackPermit and ZombieStateHoldAtRange, each gated on the actor's own bit: obj+0x136C bit 0x20000 for class 0x30, bit 0x8000 for class 0x31. Being off screen does NOT refuse the claim.
009a3540	g_scene_light_block0
009a354c	g_scene_light_dir_view
009a3558	g_scene_light_pitch_bams
009a355c	g_scene_light_yaw_bams
009a3564	g_scene_fog_r	Scene fog colour, red, int 0..255 -- light-block channel 2. Read only by PushSceneFogColour (0x0040D5B0), which packs r/g/b into a D3DCOLOR for D3DRENDERSTATE_FOGCOLOR. Seeded to 0xFF by FUN_00460250.
009a3568	g_scene_fog_g	Scene fog colour, green, int 0..255 -- light-block channel 3. See g_scene_fog_r.
009a356c	g_scene_fog_b	Scene fog colour, blue, int 0..255 -- light-block channel 4. See g_scene_fog_r.
009a3570	g_scene_fog_near
009a3574	g_scene_fog_far
009a3780	g_scene_light_colour_r
009a378c	g_scene_light_ambient
009a3794	g_damage_rank_pending	Accumulates rank adjustments -- PlayerTakeDamage subtracts 2 -- and UpdateDamageRank adds it in and clears it on its next pass.
009a37e0	g_motion_slots	motion id -> {u32 base; u32 state}, state 2 = resident
009a58f8	g_hit_result	int[2], per player, written by ResolveHit: 0 = nothing, 1 = damaged and part swapped, 2 = damaged only, 3 = severed, 5 = no effect (the effect table's `2` sentinel). Result 5 scores nothing.
009a5900	g_screen_furniture_flags	A bit set the screen-furniture classes own. ChapterCardInstall ORs 0x20 in on its first frame and clears it as it raises g_script_flags[0xF8]; ResultCardInstall does the same with 0x10 against g_script_flags[0xFE]. Read by the HUD/draw side, which the port does not have.
009a5920	g_route_history
009a59e0	g_scene_light_block1
009a5c34	g_carrier_object	the current rideable object. ZombieStateRideCarrier (class 0x30 state 29) adds this object's +0x40/44/48 to its own recorded spawn position every frame and leaves when the carrier raises its obj+0x34 bit 0x10000000; ZombieStateDelayedStrikeInPlace (state 32) gives up to state 10 0x14 frames after the same object raises bit 0x40000000. Distinct from g_civilian_carrier (0x009A2C88), which is class 0x10's own. THREE consumers, not two, and the third is the one that moves an actor in any state: ZombieAttachToCarrier (FUN_0045E770) seats a class-0x30 actor rigidly on this object -- position through the carrier's translate and yaw, plus the actor's own stashed local offset -- and EnemyZombieUpdate calls it every frame, before the state dispatch, for any actor whose obj+0x136C bit 0x10000000 is up (raised by EnemyZombieInitByCharType from descriptor flag bit 3). Written by ScriptedSceneryDispatch33 (00433014) in class 0x33's Init as well as by ScriptedCarrierUpdate33 (004331E1) every frame, so it is live on the same frame the carrier is made -- which is how stage 5 block 2's op-37 car is already published when op 38 spawns its four riders.
009a5c4c	g_frame_bone_rotations	frame + 0x0C: the s16 triple array SkeletonWalkNode indexes
009a5c50	g_blink_frame_counter	One of the three free-running counters FUN_0040E730 steps once a game tick, beside g_frame_counter (0x009A32A0) and DAT_009A2BAC. The name is now too narrow and is kept only because renaming it wants a sweep: class 0x31 states 5, 27 and 34 read its low bit for a blink parity, and it is ALSO the cel phase of two per-bone draw hooks -- ZombieDrawBonePart (FUN_004534A0) reads it as g_blink_frame_counter + obj+0x3C*10 and indexes runs of 5, 18, 20, 25, 30, 50 and 120 models with it, and ThrowerDrawBonePart reads it %0x32 and %0x78 for the same purpose. What distinguishes it from the other two is still [open].
009a5c62	g_player_state	s16 per player, +player*0x98. IsPlayerAttackable requires 5 -- in play and alive -- before an enemy may commit an attack, and TryClaimAttackSlot voids a permit it has just picked when it is not. It does NOT change on being hit: the invulnerability window is g_player_invuln_frames, a separate byte array, so there is no post-hit pause in the attack queue.
009a5c66	g_player_lives	+player*0x98. PlayerTakeDamage decrements it by one per strike; the continue screen restores 1 or 2.
009a5c70	g_crosshair_x	The player's aim in screen pixels, +player * 0x130 -- the same per-player block as g_player_lives. BuildShotRay unprojects it with g_projection_distance_px and PlayerShotEffectSpawn and SpawnPropHitSpark divide by the same number.
009a5c74	g_crosshair_y	The other half of g_crosshair_x, +0x04.
009a5c78	g_nPlayerFired	set to 1 by the player update when the trigger is down and ammo remains; cleared by ProcessPlayerShots
009a5c7c	g_player_ammo	s16, +player * 0x130. PlayerFireAndReloadUpdate takes one per shot and PlayerRefillMagazine puts back six, or g_player_magazine_size in Original Mode.
009a5c82	g_head_combo_bonus	+player*0x98. Added to the 120-point headshot award and then incremented by 10, so consecutive headshots pay 120, 130, 140 ...; any non-head hit zeroes it.
009a5c84	g_player_shot_count	+player*0x98 (0x130 bytes). The accuracy denominator: EvtOpAwardAccuracyBonus2B (0x0045FE40) pays g_accuracy_bonus_table[(g_player_hit_count * 100 / this) / 10] to any player whose g_player_state is 5 and who has fired more than 0x13 shots, so this is shots and g_player_hit_count at +4 is hits. Distinct from g_nPlayerFired (0x009A5C78), which is a per-frame "the trigger is down" flag and not a tally. ResetSceneOnEnter zeroes it with the other two, so the accuracy grade is per scene. [open] No instruction writes it through this address -- the increment reaches it on a computed base the disassembler does not resolve here.
009a5c86	g_player_hit_count	+player*0x98. Hits that scored, for the end-of-stage accuracy grade evt 0x2B reads.
009a5cd0	g_player_was_hit	+player*0x98. Set by PlayerTakeDamage so the player entity plays its damage motion, which is stored alongside at g_player_hit_motion.
009a5cd2	g_player_hit_motion	+player*0x130. The motion the player entity plays when hit, taken from the attack entry's +0x0A.
009a5ec0	g_enemy_slots
009a6040	g_camera_blocks	per-camera blocks, stride 0x1A4
009a60c0	g_camera_block_eye	g_camera_blocks + 0x80: the eased eye position of camera block g_camera_index, a vec3 FUN_00402EF0 eases toward the pose the path evaluated. FUN_00403B00 reads it as the eye when it measures the angle to the look-at target at block+0x98 (g_camera_block_target), which is what proves the three words are a position.
009a60d8	g_camera_block_target	The camera block's current look-at point (block+0xD8). StepCameraLookAtDamped eases it toward g_camera_lookat_target rather than snapping.
009a610c	g_evt_action_handler	Slot 0 of the four 0x1A4-byte evt-action blocks: the handler for the queued action currently running. EvtRunQueuedActions is the ONLY caller -- CALL dword ptr [0x009A610C] at 0x00402323, always with argument 0 -- so slots 1..3 are written but never invoked and the 'param_1 != 0' arm of every action handler is dead. Set on dequeue; re-pointed by handlers (CamStartPathPlayback -> CamAdvancePathFrame; EvtActionFinishSequence21 -> DAT_00576B20[minor], non-null only for minors 4/6/7); parked on the bare RET FUN_0041EBB0 when the ring drains. evt 0x31/0x32 install that bare RET, which is what tears down the finish-sequence camera driver.
009a6110	g_cam_path_frame	camera block 0's current path frame (+0xD0 of the block)
009a6144	g_cam_path_cursor	Camera block 0's +0x104: the NEXT path frame CamAdvancePathFrame will publish. g_cam_path_frame (+0xD0) is the one it published last. The publish is 'g_cam_path_frame = cursor' and happens before the 'end <= cursor' test, so the frame a path ends on IS published, and the action is retired in the same call.
009a6148	g_cam_path_end_frame	Camera block 0's +0x108: the last frame of the range a cam_play asked for. CamStartPathPlayback writes it from the action's second operand, or from g_stashed_path_end_frame for a flags-and-4 play.
009a6184	g_evt_action_operands
009a6458	g_cam_path_frame_2	Camera block 2's current path frame -- the same +0xD0 field again, at g_camera_blocks + 2*0x1A4. A scripted state waiting on a camera cue accepts either this or g_cam_path_frame: class 0x31 state 27 does, and so does class 0x33 at 0x00433B1A.
009c6f00	g_camera_index
009c6f08	g_scene_state_major_entered	The copy of g_scene_state_major that only a full EvtEnterSceneState (0x00403BD0) stamps -- FUN_00403BB0 is the same routine WITHOUT this pair, so these two say a real scene-state entry happened rather than a bare table jump. **IsPlayerAttackable (0x00409DC0) reads this one and requires 2**, which is the cam/ path camera row of g_scene_state_table: enemies may only commit an attack while a scripted path camera is driving. Measured over the ports own walker, major 2 is almost all of gameplay (minors 4, 6 and 7) and major 1 minor 3 -- CameraFromViewAngles -- is the brief scripted-turn spell where nobody may attack. Also written directly by EvtOpGotoSceneState31, which sets it to 1, and by EvtOpGotoSceneStateWhenPlayersAlive32 and FUN_0040A920.
009c6f0c	g_scene_state_major
009c6f10	g_scene_state_minor_entered	The minor half of the pair EvtEnterSceneState stamps beside g_scene_state_minor; see g_scene_state_major_entered (0x009C6F08).
009c6f14	g_scene_state_minor
009c6f28	g_cam_path_frames_left	end - cursor for the camera block CamAdvancePathFrame just stepped, written every frame AFTER it publishes g_cam_path_frame and BEFORE it tests the end. EvtOpWaitCameraPathFrame41 with operand 0 releases on '< 1', which is how 'wait to the end of the path' is spelled. Because the interpreter task runs before EvtRunQueuedActions, the script sees this a frame after the camera wrote it.
009c6f2d	g_camera_free	1 when no g_enemy_slots entry is claimed and the return-to-path swing has finished. FUN_00402E00 recomputes it from the slot array every frame; FUN_00402650 clears it every frame the camera mode at 0x009C6F20 is not 2, and skips the clear in mode 2 so CameraTurnOntoPathTarget can latch it when the eased look-at catches the path target (|VecCosSquaredSigned| > 0.99999). Wait ops 0x43/0x44/0x46 will not advance without it, so a room-clear gate holds until the camera is back on its rail; 0x47 accepts it OR g_camera_settled. Enemy deaths and EvtActionHoldCameraPreset20 force it to 1 to skip the swing.
009c6f2f	g_camera_settled	Raised by CameraTrackEnemiesTick and CameraTurnOntoPathTarget once the eased look-at has caught up with the desired one (|VecCosSquaredSigned| > 0.99999). EvtOpWaitTargetsClear47 gates on it, so op 0x47 means nothing without the ease.
009c6f33	g_camera_ease_eye	Selects how CameraEaseBlockEyeToPathPose moves the camera block's eye onto the path pose: set = a sixteenth a frame, clear = snap. Raised only by EvtActionSetFlag15; cleared by the scene reset and by EvtOpGotoSceneState31.
009c6f36	g_camera_turn_rate	The rate TurnLookAtToward divides by, refreshed every frame.
009c6f38	g_camera_turn_curve	Index into g_camera_turn_rate_curves; the scene reset sets 1.
009c6fa8	g_camera_lookat_target	The point the camera *wants* to look at, chosen by SelectCameraLookAtTarget: a single attacking enemy, the midpoint of two, or the cam/ path's own target when no enemies are registered.
009c6fd8	g_evt_cam_override_valid	Set to 1 by queue_event selector 0x60 (EvtActionStoreSixOperands60) together with three (frame, path) pairs at 0x009C6FDC..0x009C6FF0. The row-5 camera hooks FUN_00402890 and FUN_00402740 test it and call FUN_00403DB0, which re-seats g_active_cam_path and DAT_009C70BC from pair index DAT_009C88A4. Cleared by FUN_004021D0, ResetSceneCombatState and evt opcode 0x31 -- but NOT 0x32.
009c7000	g_active_player	Which player may be targeted, computed by SelectAttackablePlayer from g_players_in_play: -1 nobody, 0 player 0 only, 1 player 1 only, 2 both. TryClaimAttackSlot offers a permit accordingly when g_max_attackers is 1, and class 0x31 state 22 uses it to force a target when the claim fails. It is ALSO class 0x25's op 10 (ScriptedHumanoidUpdate 0x0048478C): the VM compares its mode against this word and, on a mismatch, scans forward eight bytes at a time for a command whose mode is -2 and resumes after it -- so an op 10 is an if/endif and its arms are which of the two player characters stands in a cut scene. Not g_players_in_play (0x009C8E80); reading it as a player count is what made the port kill both of stage 3's.
009c7006	g_enemies_present
009c7010	g_item_set_countdown	Per item-set: how many more props of that set must be destroyed before its hidden item drops. PlaceBreakableGroup seeds it with rand()%n + 1, so which break releases the item is random. Groups 6 and 7 both use set 2, so the later placement overwrites the earlier one's countdown.
009c701c	g_coli_active_set_task
009c7040	g_collision_meshes_full
009c7080	g_camera_update_hook
009c70ac	g_stashed_path_frame
009c70b0	g_stashed_path_end_frame
009c70d8	g_cam_path_target	The look-at CamEvalPath7 evaluates from the path's target channels, independent of its eye channels -- which is how a path holds the eye still and sweeps the aim.
009c70f4	g_camera_use_fixed_y
009c7108	g_evt_ip	the evt interpreter's instruction pointer
009c71c8	g_coli_hit_object
009c71e0	g_camera_eye_x
009c71e4	g_camera_eye_y
009c71e8	g_camera_eye_z
009c71ec	g_camera_pitch_bams
009c71f0	g_camera_yaw_bams
009c71f4	g_camera_roll_bams
009c7200	g_script_flags	byte array the evt script sets and waits on -- 0x100 bytes, zeroed by ResetSceneOnEnter (FUN_0045EDD0) and by nothing else. ONE array with seven writers and many readers: the evt's EvtOpSetScriptFlag48 (0x0045FD70), CivilianRunScript's op 0x1C (0x0048BF2A), ZombieStateTargetScriptWithFlag (0x0045B1DF, class 0x30 state 36), FUN_00433f40 (0x00433FC1, a class-0x33 cue prop), FUN_00473cf0 (0x00473D76) and the class-0x44 constructor at 0x0047314A/0x00473156. Readers include EvtOpWaitScriptFlag45, ZombieStateWaitScriptFlagThenBranch/ThenEnter, ScriptedHumanoidUpdate, the class-0x24 set-piece states, CivilianStepScript's wait bit 0x2000, MouseBranchTriggerUpdate and StoryModeSwitchUpdate. Script and gameplay share it in both directions, which is the point of it.
009c72e0	g_actor_kill_all	1 makes every class handler self-destruct
009c7300	g_screen_offset_x
009c7304	g_screen_offset_y
009c7310	g_close_ranked_enemy	s32, zeroed at the top of RankEnemiesByDistance and set to 1 while walking the sorted list if any entry has character type 0xB (a s16 at obj+0x1F4), a queue index below its own obj+0x1358 allowance, and obj+0x136C bit 0x2000000 set. That is the one place in the program where a CLASS-0x30 tail field (obj+0x1358) is read without a class test -- the guard is the character type. [open] who reads this global.
009c88a4	g_script_branch_var	The route-branch selector, s16. EvtAdvanceStepOrRoute reads it as block = route.next[g_script_branch_var] for a kind-1 route record, and CameraArmStashedPath (0x00403DB0) indexes the store_six preview pairs with the same value -- which is what says the preview and the route it previews are keyed identically. IT IS RESET TO 0 ON EVERY STEP ADVANCE, not on every block change: the store sits on EvtAdvanceStepOrRoute's normal return path, after pc = EvtGetStep(...), so it is cleared whether the step list ran out or not. That is why almost every branch block spawns its deciding actor in the block's LAST step. FUN_0045EBC0 zeroes it again when it loads a block's program. WRITERS, all gameplay. Reachable in arcade: CivilianRunScript op 0x19 SetRouteBranch (= the s16 at cmd+4; eleven of the 136 shipped civilian scripts run it and all eleven pass 1, always after the SetOnShot 0 that makes the civilian safe -- so a rescued civilian is the game's main branch mechanism and the only one arcade sees); FUN_00451980, class 0x21's live state, = 1 when its last part is shot off, alongside the rescue counters and +400; PlaceGenericProp cases 0x0E and 0x13 = the descriptor's +0x11C at spawn time and case 0x19 = 0; FUN_00468180 and FUN_00468F00 = 1 - obj+0x11C when the prop is first shot; FUN_00469AE0 = 1 when shot in block 0x17. Original mode only, every one behind g_GameMode == 1: MouseBranchTriggerUpdate (a per-subtype byte, 2/1/2 for subtypes 2/3/4), CatBranchTriggerUpdate (2, and only in block 8 and only if the var is still 0), FUN_00469510 (2, block 0x16), FUN_0046F090 (2, block 9), FUN_00470500 (2), FUN_00470B70 (2, block 7), FUN_00474F30 (2, on a scene/block table), and the two unowned sites 0x0046C628 and 0x0047143C (2). Every write of 2 in the program is original-mode; arcade only ever sees 0 or 1.
009c88c0	g_hit_slots	14 slots claimed by ActorClaimHitSlot
009c8908	g_hit_player_order	int[2]: which players resolve a hit this frame and in what order, written by ChooseHitPlayerOrder -- 0 or 1 in slot 0 for a one-player game, a randomised pair for two, -1 for an unused slot. This is the array ZombieOnShot and ThrowerOnShot walk; it is not g_hit_slots at 0x009C88C0.
009c8920	g_light_tween_block1
009c89c0	g_civilians_rescued_by_scene	u16 per scene, indexed g_scene_index*2. CivilianRunScript op 0x2C raises it as it pays the 400-point rescue, beside g_civilians_rescued_total (0x009CA0EC), and uses the pre-increment value with a stride-10 index -- scene*10 + rescues -- into a per-rescue table. The counterpart of g_civilians_seen_by_scene.
009c89e0	g_light_tween_block0
009c8a74	g_weapon_loop_holders	How many class-0x30 actors currently hold the ONE shared looping held-weapon SE. EnemyZombieInitByCharType starts the loop only when this is 0, then increments it and latches obj+0x131B; ZombieReleaseWeaponLoopSe (0x00456600) plays the paired stop id only when it is 1 -- the last holder -- and counts it back down. ResetSceneCombatState zeroes it. It was read as a groan-voice count; the ids are CHAIN_SAW_22 and LASER_SWORD_22, so it is the weapon.
009c8a80	g_coli_applied_full_list
009c8aa0	g_arc_scripts	One 0x30-byte three-stage arc motion script per enemy slot, indexed by obj+0x3C. InstallArcMotionScript copies into it and ActorArcStep walks it.
009c8e00	g_nFiringGate	The firing gate. Non-zero means the player's trigger works; zero means it does nothing at all. Driven ONLY by HudDrawShutterState (evt 0x1F): set 1 in states 0, 1 and 6, set 0 in state 5 and when a state-3 close finishes counting down. ResetSceneOnEnter clears it, so a scene starts with the gate DOWN and the script must raise it. THE RULE, from PlayerFireAndReloadUpdate (0x004149BE) and its Original Mode twin FUN_00414B90 (0x00414C2D): the whole fire block sits under `else if (g_nFiringGate != 0)`, so with the gate down there is no ammo decrement, no g_player_shot_count, no BuildShotRay, no PlayerShotEffectSpawn and no gunshot sound -- the routine returns before any of it. Reload is NOT gated: both the auto-refill-when-empty path and the reload-button path run either way, and only the reload SOUND is gated (0x00414B75 in PlayerRefillMagazine, 0x00414E88 in FUN_00414E40, 0x0040E7B3 in FUN_0040E730). It also hides the HUD: the crosshair sprite HudDrawCrosshair draws only when it is non-zero (0x00416A65), and PlayerUpdateInPlay calls the ammo readout HudDrawAmmoAndReloadPrompt only when it is non-zero (0x00413F63); inside that, the RELOAD prompt is gated again (0x00418001). Finally it is the polarity of the cutscene skip: with the gate DOWN and g_nEvtSkippableRegion set, the trigger sets g_nSkipRequested instead of firing (0x00414AE2, 0x00414DF9). Five more writers exist outside the stage script -- FUN_00425E90, FUN_00497360, FUN_00497760 (all 0), FUN_00480D90 (1) -- all on top-level screens rather than in a scene; [likely] menu/result screens, not read for this.
009c8e08	g_player_invuln_frames	+player. Set to 0x5A by PlayerTakeDamage and counted down; a strike is ignored while it is non-zero.
009c8e14	g_coli_applied_ray_list
009c8e40	g_enemy_approach_steps
009c8e44	g_enemy_approach_steps_mid	Added to g_enemy_approach_steps when the actor starts between the middle and outer rings.
009c8e48	g_enemy_approach_steps_outer	Added on top of g_enemy_approach_steps_mid when the actor starts outside the outer ring, so a distant enemy walks further before it can attack.
009c8e4c	g_cur_enemy
009c8e50	g_rain_enabled
009c8e58	g_camera_fixed_eye_y	also labelled g_ground_plane_y; the two are the same word
009c8e80	g_players_in_play	How many players are currently in play, s16 -- NOT a two-player flag. FUN_004147E0 does INC word [009C8E80] once per player as it enters, gated on that player's slot flag bit 0x10 at 0x579DE8 + slot*8, alongside a separate INC of g_max_attackers on bit 0x20; FUN_00413F42 does DEC when one drops out, and both resets zero it. So it is 1 in an ordinary single-player game and 0 only before anyone has started. TryClaimAttackSlot's g_max_attackers == 2 branch reads == 1 to mean one of the two players is out and picks a free permit at random; SelectAttackablePlayer switches on 0/1/2 as a count. Class 0x30 states 24 and 32 and class 0x10's wait bit 0x40000000 all gate on it being non-zero, which is a `has the game started` test and not a player-count one.
009c8e84	g_max_attackers	How many enemies may hold an attack permit at once: 1 or 2.
009c8e94	g_difficulty	Menu difficulty 0..4. Only scales starting hit points, through g_difficulty_hp_delta; per-hit damage uses g_damage_rank instead.
009c8e96	g_damage_rank	Adaptive 0..15 rank. DamageRankModifier indexes g_pBoneDamageByRank[char][bone*0x10 + rank] with it and adds the signed byte to the table damage.
009c8e98	g_app_state	The application state -- which of the game's top-level screens is running. Committed only by CommitAppState (0x0040E860) from the pending request at g_app_state_pending (0x007C17A0). PROVED values: 5 = the attract demo (RunAttractDemo runs only while it is 5, and it is IsPlayerAttackable's unconditional-attack override); 6 = IN PLAY -- FUN_00414FC0, the start-press-with-a-credit path, requests exactly 6, and CommitAppState leaves g_player_state alone only for 6 and 7 (if (pending < 6 || pending > 7) g_player_state = 9), so 6 and 7 are the only states with live players; 7 = the game-over/continue-expired arm (FUN_00460530 requests it when the continue countdown runs out, and FUN_00414FC0 refuses a start press while it is 7); 0x10 = BOOT -- FUN_0040E4A0 stamps it after FUN_0040A920's whole-segment reset, its one caller is the startup routine FUN_0049E4A0 that reads Hod2.ini, and the main loop FUN_0049E220 draws nothing while it holds. Requested-but-unnamed: 3 (the screen FUN_004043C0 returns to from 5, 9, 10 and 0x0B), 4 (from 3 on a start press with credits), 0x0C and 0x0F. LIVE READS THAT TURN ON 6: ResolveHit ORs obj+0x34 |= 0xE00 when it is NOT 6 (0x00409495) and gates the 1-in-4 head pop on == 6 (0x00409741); PlaySoundId picks the plain BGM table over the _AR one when it is 6 and g_GameMode is 0; CivilianRunScript's op 0x2B runs only while it is 6. THE DISPATCHER IS AppStateDispatch (0x004608A0), one switch arm per screen, which names three of the requested-but-unnamed values: 4 is TitleMenuRunPhase, the title screen whose eight-row menu is the ONLY writer of g_GameMode that can produce 1, 2 or 3; 0x0C is FUN_004869E0, the OPTION row; 0x0F is NetworkModeRunPhase, the NETWORK row, whose state 7 sets g_app_state = 6 and g_GameMode = 0 together. That last one matters to the BGM rule above: g_GameMode == 0 is Arcade and is reached in play, so `state 6 && mode 0` picks the plain BGM table in ordinary Arcade play rather than never.
009c8e9c	g_bHudShutterPrev	The state HudDrawShutterState last settled on: it seeds the slide counter on a change, and state 7 restores it. Written on every path except state 8.
009c8ea0	g_evt_yield	The evt VM's yield flag, and the whole of its frame pacing. EvtInterpreterLoop runs 'do { dispatch[*pc](); } while (g_evt_yield == 0)' and does NOT clear it at entry, so: a wait handler reached with it clear sets it and returns WITHOUT testing its condition (every wait therefore costs at least one frame); on later frames it tests, and a satisfied wait clears it and advances pc, whereupon the loop keeps dispatching in the SAME frame until the next wait. Opcode 0x4E halt is nothing but 'g_evt_yield = 1' with pc unchanged (FUN_0045EFF0). The unused dispatch slots 0x00/0x2A/0x34/0x3C/0x4C point at a bare RET, which leaves the flag clear and spins the loop forever -- reaching one hangs the game.
009c8fb8	g_current_bgm_id
009c9010	g_shot_hit_something	int per player, written by ProcessPlayerShots: 1 when this frame's shot found any candidate, 0 when it found none. Its one reader is PlayerShotEffectsThink, which kills the tracer on its second frame so a bullet that hit does not fly on past what it hit.
009c9028	g_pad_state	The pad/gun button word the screen furniture reads. ChapterCardInstall's countdown (0x00434802) tests bit 0x2 -- but only once its dwell has fallen below 0xA0, so the first 20 frames of a chapter card are unskippable -- and bit 0x20000 with no such guard; either forces the dwell to 1. Not modelled in the port, which has no pad input for the cards.
009c904a	g_enemies_alive
009c90a4	g_nRunPhase	Index into g_pfnRunPhaseHandlers; RunPhaseDispatch (0x0045FEE0) calls handlers[this]() and is the only reader. 0 ResetGameOnStart, 1 AdvanceToNextScene, 2-4 the continue screen, 5 RunPhaseArmSceneAdvance, 6 RunPhaseStepToNextScene, 7 the ending. Formerly DAT_009C90A4.
009c90c0	g_original_items_taken	One byte per Original Mode item id, incremented on pickup and capped at 99.
009c9100	g_civilians_seen_by_scene	u16 per scene, indexed g_scene_index*2. CivilianInit increments it on the same straight line as g_civilians_seen_total (0x009A21BA) and g_civilians_alive, so it is every class-0x10 actor the scene created. Paired with g_civilians_rescued_by_scene for the end-of-stage rescue tally. ResetGameOnStart zeroes the first three dwords -- six scenes -- and ResetSceneOnEnter zeroes this scene only.
009c9118	g_training_lesson	Which training lesson is being played, a byte. PROVED it is read in exactly two places and both are behind g_GameMode == 2, which is Training: PreloadScreenAssetList indexes g_preload_lists_training_by_lesson with it at event block 3, and PlaceBreakableGroup uses it to pick which members of a breakable group become one-shot targets (+0x11C = 1, asset 0x1A0F) -- set 0 takes members 2, 3, 4 and 6; set 1 takes 0, 1 and 5; set 2 takes 0 and 6; set 3 takes the same four as set 0. Those four sets are the four lessons, which closes the [open] this row carried while it was called g_prop_target_set from the belief that mode 2 was arcade. scr_training_sele.bin is the lesson-select screen; which lesson is which is still [open]. The browser port calls this global g_prop_target_set.
009c911e	g_wCaptionMode
009ca08c	g_GameMode	Which of the four modes the title menu chose. PROVED 0 = Arcade, 1 = Original, 2 = Training, 3 = Boss. The enumeration is settled by TitleMenuUpdateAndSelect (0x00496960), whose confirm arm is "case 0: case 1: case 2: case 3: g_GameMode = g_title_menu_cursor", against TitleMenuRegisterSprites (0x004962C0), which registers the menu rows as ScreenSpriteRegister slots in order -- tex\arcade00/01/02 at 6..8, original_ at 9..11, traning_ at 12..14, boss_ at 15..17, then ranking_, option_, network_, exit_ -- and the handler lights the triple at (cursor+2)*3. EVERY OTHER WRITER STORES 0: TitleMenuRunPhase (0x0049626D) on entry, RunAttractScene10 (0x0041F9D0), RunAttractScene11 (0x0041FB20), RunAttractDemo (0x00426845, and the XOR ESI,ESI feeding it is at 0x0042682B) and NetworkModeRunPhase (0x0049F4D8) -- so 0 is both the default and Arcade, and 1..3 can only come from the menu. 163 references, and an operand search for 9ca08c returns the same 163, so no addressing mode is hidden (L32). CORROBORATION: ResetGameOnStart sends mode 2 to scene 6, which is trnevtbl.bin, with its block from DAT_009A2BBC, and mode 3 to scene 0 block 0x10; PreloadScreenAssetList gives mode 2 a per-block list and a per-g_training_lesson list and mode 3 a table exactly six entries wide, while 0 and 1 share the ordinary per-scene one; EvtLoadBlockProgram gives modes 2 and 3 entry step 0 and lets mode 0 fall through to 1; every Original Mode item, weapon and story-switch arm in the program tests == 1. THE PREVIOUS READING HAD 2 = arcade AND NO ARM FOR 0, which is why the one-shot target sweep in PlaceBreakableGroup and the no-score rule in BreakablePropAwardHit read as arcade behaviour when they are training behaviour.
009ca090	g_backdrop_mode
009ca09c	g_shot_effect_cursor	s16 per player, 0..5: which slot of the three shot-effect rings the next trigger pull fills. PlayerShotEffectSpawn steps it between writing the tracer and writing the Original Mode record.
